ProviderName,NHG,CountryCode,LoanType,ValidSince,Period,ProductName,Rate,CoverageEnd,CoverageStart,CheckDate
ING,Y,NL,Annuïteitenhypotheek,2017-10-13,1,INGAnnuïteitenhypotheek,1.69,,,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,1,INGAnnuïteitenhypotheek,1.64,55,0,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,1,INGAnnuïteitenhypotheek,1.69,60,56,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,1,INGAnnuïteitenhypotheek,1.74,65,61,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,1,INGAnnuïteitenhypotheek,1.79,70,66,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,1,INGAnnuïteitenhypotheek,1.84,75,71,2017-10-30
ING,Y,NL,Annuïteitenhypotheek,2017-10-13,2,INGAnnuïteitenhypotheek,1.72,,,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,2,INGAnnuïteitenhypotheek,1.67,55,0,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,2,INGAnnuïteitenhypotheek,1.72,60,56,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,2,INGAnnuïteitenhypotheek,1.77,65,61,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,2,INGAnnuïteitenhypotheek,1.82,70,66,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,2,INGAnnuïteitenhypotheek,1.87,75,71,2017-10-30
ING,Y,NL,Annuïteitenhypotheek,2017-10-13,3,INGAnnuïteitenhypotheek,1.74,,,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,3,INGAnnuïteitenhypotheek,1.69,55,0,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,3,INGAnnuïteitenhypotheek,1.74,60,56,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,3,INGAnnuïteitenhypotheek,1.79,65,61,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,3,INGAnnuïteitenhypotheek,1.84,70,66,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,3,INGAnnuïteitenhypotheek,1.89,75,71,2017-10-30
ING,Y,NL,Annuïteitenhypotheek,2017-10-13,5,INGAnnuïteitenhypotheek,1.8,,,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,5,INGAnnuïteitenhypotheek,1.75,55,0,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,5,INGAnnuïteitenhypotheek,1.8,60,56,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,5,INGAnnuïteitenhypotheek,1.85,65,61,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,5,INGAnnuïteitenhypotheek,1.9,70,66,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,5,INGAnnuïteitenhypotheek,1.95,75,71,2017-10-30
ING,Y,NL,Annuïteitenhypotheek,2017-10-13,6,INGAnnuïteitenhypotheek,1.84,,,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,6,INGAnnuïteitenhypotheek,1.79,55,0,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,6,INGAnnuïteitenhypotheek,1.84,60,56,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,6,INGAnnuïteitenhypotheek,1.89,65,61,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,6,INGAnnuïteitenhypotheek,1.94,70,66,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,6,INGAnnuïteitenhypotheek,1.99,75,71,2017-10-30
ING,Y,NL,Annuïteitenhypotheek,2017-10-13,7,INGAnnuïteitenhypotheek,1.87,,,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,7,INGAnnuïteitenhypotheek,1.82,55,0,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,7,INGAnnuïteitenhypotheek,1.87,60,56,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,7,INGAnnuïteitenhypotheek,1.92,65,61,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,7,INGAnnuïteitenhypotheek,1.97,70,66,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,7,INGAnnuïteitenhypotheek,2.02,75,71,2017-10-30
ING,Y,NL,Annuïteitenhypotheek,2017-10-13,10,INGAnnuïteitenhypotheek,2.04,,,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,10,INGAnnuïteitenhypotheek,1.94,55,0,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,10,INGAnnuïteitenhypotheek,1.99,60,56,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,10,INGAnnuïteitenhypotheek,2.04,65,61,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,10,INGAnnuïteitenhypotheek,2.09,70,66,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,10,INGAnnuïteitenhypotheek,2.14,75,71,2017-10-30
ING,Y,NL,Annuïteitenhypotheek,2017-10-13,12,INGAnnuïteitenhypotheek,2.6,,,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,12,INGAnnuïteitenhypotheek,2.55,55,0,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,12,INGAnnuïteitenhypotheek,2.6,60,56,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,12,INGAnnuïteitenhypotheek,2.65,65,61,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,12,INGAnnuïteitenhypotheek,2.7,70,66,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,12,INGAnnuïteitenhypotheek,2.75,75,71,2017-10-30
ING,Y,NL,Annuïteitenhypotheek,2017-10-13,15,INGAnnuïteitenhypotheek,2.65,,,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,15,INGAnnuïteitenhypotheek,2.6,55,0,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,15,INGAnnuïteitenhypotheek,2.65,60,56,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,15,INGAnnuïteitenhypotheek,2.7,65,61,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,15,INGAnnuïteitenhypotheek,2.75,70,66,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,15,INGAnnuïteitenhypotheek,2.8,75,71,2017-10-30
ING,Y,NL,Annuïteitenhypotheek,2017-10-13,20,INGAnnuïteitenhypotheek,2.75,,,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,20,INGAnnuïteitenhypotheek,2.7,55,0,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,20,INGAnnuïteitenhypotheek,2.75,60,56,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,20,INGAnnuïteitenhypotheek,2.8,65,61,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,20,INGAnnuïteitenhypotheek,2.85,70,66,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,20,INGAnnuïteitenhypotheek,2.9,75,71,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,1,INGAnnuïteitenhypotheek,1.89,80,76,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,1,INGAnnuïteitenhypotheek,1.94,85,81,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,1,INGAnnuïteitenhypotheek,1.99,90,86,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,1,INGAnnuïteitenhypotheek,2.04,95,91,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,1,INGAnnuïteitenhypotheek,2.24,101,96,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,1,INGAnnuïteitenhypotheek,2.94,,101,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,2,INGAnnuïteitenhypotheek,1.92,80,76,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,2,INGAnnuïteitenhypotheek,1.97,85,81,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,2,INGAnnuïteitenhypotheek,2.02,90,86,2017-10-30
ING,N,NL,Annuïteitenhypotheek,2017-10-13,2,INGAnnuïteitenhypotheek,2.07,95,91,2017-10-30
